$G   S   H   Cp
-49.58971278767529 47.640156427824465 19197.03348405341 25.873906004380842
-97.2618678962595 47.704130332273564 19222.910916674533 25.880961328584817
-144.99792667215948 47.767963881801734 19248.795409339345 25.88802429745556
-192.79774911746742 47.83165778952281 19274.686971218314 25.895105708150368
-240.6611959445319 47.89521276297961 19300.585611351147 25.902186858729692
-288.58812857064856 47.958629504174155 19326.49133863658 25.909272905118996
-336.57840911286775 48.02190871086793 19352.404162342988 25.91637366458599
-384.6319003828619 48.08505107476435 19378.324091345286 25.9234877590643
-432.74846588186796 48.148057283091816 19404.25113475196 25.930606750080187
-480.927969795698 48.21092801780367 19430.185301557216 25.937733012506214
-529.170276989814 48.27366395573449 19456.126600684263 25.944867455109488
-577.4752530044883 48.33626577054133 19482.075041770164 25.95201557396649
-625.8427640500256 48.398734128676324 19508.030633479324 25.95917208291212
-674.2726770020392 48.461069693564696 19533.99338521444 25.966334941767855
-722.7648593968008 48.523273123475974 19559.963306216156 25.973510745097883
-771.3191794266553 48.58534507240506 19585.940405911064 25.980696128135605
-819.9355059355008 48.647286189390115 19611.924693608347 25.987883497327857
-868.6137084143037 48.709097119376565 19637.91617884323 25.99509041519923
-917.3536569967232 48.770778502876055 19663.914871216974 26.00230101033958
-966.1552224547352 48.83233097639277 19689.920780559405 26.009518717728497
-1015.0182761943555 48.89375517109329 19715.9339163492 26.016750724011217
-1063.9426902514085 48.955051715290665 19741.95428874712 26.023993393027922
-1112.9283372873417 49.016221232693624 19767.98190784014 26.031248485742253
-1161.9750905851092 49.077264342088256 19794.016783486575 26.038500649701746
-1211.0828240450733 49.138181659282054 19820.058926127647 26.045779380183376
-1260.251412181031 49.1989737956942 19846.108346171783 26.05305322267668
-1309.4807301161886 49.25964135857157 19872.16505406959 26.060358362155966
